intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4304000,0.006438063554935949,0.1159857712622615,0.006438063554935949,0.0076319690859162174,4.866868029739777,2.0,20.148973030118864,/tmp/nxf.XXXXeYeuxv/sourmash_database/genbank-2022.03-protozoa-k31.zip,"GCA_002893375.1 Cyclospora cayetanensis strain=CDC:HCVA02:15, ASM289337v1",36afcda97fb9363bad092574480b3d01,0.1159857712622615,4304000,0,344395000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8497960063889394,0.9328665202805217,0.8913312633347306,0.9328665202805217,False,20947,20947,2744639,Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Cyclospora;Cyclospora cayetanensis
2821000,0.004219743793790499,0.7512731171267757,0.004192818806804243,0.013325978389143345,13.048519443453444,9.0,23.003384333950606,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCA_902363675.1 Lachnospiraceae bacterium, MGYG-HGUT-00136",0e52a65e33f6ee0b7a154267a57215c3,0.7560975609756098,2803000,1,341592000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8382939372832358,0.9910216814629638,0.9146578093730997,0.9910216814629638,False,36575,57522,2744639,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
2702000,0.0040417397131591384,0.5587262200165426,0.0040417397131591384,0.0036088534776340347,3.6658031088082903,3.0,5.39351600355027,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCA_022009855.1 Lentisphaeria bacterium, ASM2200985v1",279a22c7233c820457b9ee69e30246ce,0.5587262200165426,2702000,2,338890000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.837129269933798,0.9813979144291335,0.9092635921814658,0.9813979144291335,False,9905,67427,2744639,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900550905
2656000,0.00397293141308315,0.9981188863807374,0.003968443915252108,0.012495268048001941,12.92687523558236,12.0,6.876757255344038,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCA_000436115.1 Firmicutes bacterium CAG:534, MGS534",0d56398145b56861dd6109ed81de6882,0.999247554552295,2653000,3,336237000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8366657095125062,0.9999757187245735,0.9183207141185399,0.9999757187245735,False,34295,101722,2744639,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000436115
2611000,0.0039056189456175097,0.5746796288113124,0.003890660619514034,0.0018108028050319185,1.910803537101115,1.0,5.023792159964,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCF_002222615.2 Bacteroides caccae strain=ATCC 43185, ASM222261v2",47030cb09435e5a03e1ce6a49f0753a5,0.5768890852850199,2601000,4,333636000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8362046464363742,0.9824111902897157,0.9093079183630449,0.9824111902897157,False,4970,106692,2744639,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae
2551000,0.0038158689889966554,0.9996081504702194,0.0038158689889966554,0.043115324091802236,46.38808310466484,43.0,20.11119420595905,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCA_000432775.1 Alistipes sp. CAG:831, MGS831",ba02f550165b4962e60f96f3578049b7,0.9996081504702194,2551000,5,331085000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8355777860116577,0.999987357295311,0.9177825716534843,0.999987357295311,False,118336,225028,2744639,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Coprenecus;s__Coprenecus sp000432775
2505000,0.003747060688920667,0.6416452442159383,0.003733598195427539,0.006612527184813741,7.2712339743589745,6.0,7.334645531985262,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCF_003437535.1 Bacteroides plebeius strain=TF10-3AC, ASM343753v1",0af939165079e9d7e74d2ed29256e457,0.6439588688946015,2496000,6,328589000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8350874537371662,0.9859028752811035,0.9104951645091348,0.9859028752811035,False,18149,243177,2744639,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A
2555000,0.0038218523194380456,0.8329979879275654,0.003715648204103368,0.007387856836545717,8.16304347826087,7.0,8.364361736497244,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCF_009680455.1 Lachnospira eligens strain=BIOML-A1, ASM968045v1",202b4a96ab763ae8b9d9aa34459e999a,0.8568075117370892,2484000,7,326105000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8356200183795464,0.9950271800429615,0.915323599211254,0.9950271800429615,False,20277,263454,2744639,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A
2585000,0.003866727297748473,0.5077527393012198,0.003673764891013636,0.013425809368736653,15.003664495114007,15.0,10.521402242013695,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCF_900108345.1 Bacteroides ndongoniae strain=Marseille-P3108, PRJEB16738",d77e3accd06539c1b1a49a23659dae8d,0.5344221624974157,2456000,8,323649000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8359347366643202,0.9799909821751486,0.9079628594197344,0.9799909821751486,False,36849,300303,2744639,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea ndongoniae
2424000,0.003625898247482514,0.4734,0.003540635788692702,0.001658141562515143,1.9226869455006337,1.0,3.254378722046486,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",960cc77fc7b96d595712107aaa1524b5,0.4848,2367000,9,321282000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8342024699039868,0.9769151808853398,0.9055588253946634,0.9769151808853398,False,4551,304854,2744639,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
2425000,0.003627394080092861,0.5708082026537997,0.0035391399560823545,0.005444067507603003,6.315300084530854,5.0,7.68661289576609,/tmp/nxf.XXXXeYeuxv/sourmash_database/gtdb-rs214-reps.k31.zip,"GCF_020554845.1 Blautia faecis strain=DFI.3.66, ASM2055484v1",928b2d7b80c57c283b973481c1cf1d26,0.5850422195416164,2366000,10,318916000,ERR321467_2.fastq.gz,ERR321467,477b90f9,668524000,31,DNA,1000,668524,True,0.8342135690735036,0.9828560378160722,0.908534803444788,0.9828560378160722,False,14942,319796,2744639,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis
